"Main_business","Product_type","Product_name","Business_range","scrapy_time","code"
"光纤、光缆、通信设备的生产和销售","通信及相关设备制造、物业租赁","光纤光缆销售    、通信设备销售    、电子设备销售    、物业租赁","光纤、光缆、光纤预制棒、电子元器件、通讯设备、光器件、配线产品、宽带多媒体设备、光网络单元、高低压配电产品、开关电源、智能监控产品、智能终端产品、数据中心系列产品、综合布线产品、电力电缆、电力通信光缆、金具及附件的生产（生产项目另办执照）；通信设备系统工程的设计、安装、维护、调试，咨询，计算机软硬技术及软件工程的开发、销售、服务；计算机网络系统集成、通讯信息服务（不含限制项目）；国内贸易（不含专营、专控、专卖商品）；在网上从事商贸活动（不含限制项目）；电子产品技术开发与销售；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；自动化设备应用技术的开发；自有物业租赁，物业管理。机动车辆停放服务。","2020-02-26 15:53:50","000070"
"生物制品、生化制品、海洋药物、海洋生物制品、中成药的生产销售","生物制药、医药、保健品、食品","博宁    、艾克博康    、银可络    、银得菲    、泰瑞宁    、阿昔洛韦片    、抒瑞    、流感疫苗    、葡萄糖注射液及氯化钠注射液    、硫酸庆大霉素及硫酸阿米卡星    、复方甘草片和口服溶液    、醋酸泼尼松片    、鼻渊胶囊    、胜红清热胶囊    、苋菜黄连素胶囊    、祛伤消肿酊    、海菊颗粒    、海王金樽","生产经营生物化学原料、制品、试剂及其它相关制品(以上不含专营、专控和专卖商品)；自营进出口业务（按深贸管登证字第70号文规定执行）；开发生物化学产品和其他相关制品；投资兴办实业（具体项目另行申报）；房屋租赁；信息咨询；医药专业领域内技术转让，技术咨询，技术服务。（以上项目不涉及外商投资准入特别管理措施）","2020-02-26 15:53:54","000078"
"港口投资开发和经营；货物装卸与运输业务,码头建设工程管理,收费高速公路运营管理,出口货物监管仓和其他港口配套仓储物流经营。","高速公路收费、港口货物装卸运输、仓储及其他服务","投资港口货物装卸与运输服务    、码头建设工程管理    、收费高速公路    、桥梁运营    、海关监管仓    、其他港口配套仓储经营","码头的开发与经营；货物装卸与运输；港口配套交通设施建设与经营；港口配套仓储及工业设施建设与经营；港口配套生活服务设施的建设与经营；集装箱修理；转口贸易；经营进出口业务。","2020-02-26 15:54:00","000088"
"航空客货运输地面服务、郊区公路客货运输、航空客货物流代理业务等劳务。","航空主业、航空增值、航空物流、航空广告","航空主业    、航空增值    、航空物流    、航空广告","投资兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品）；航空客货地面运输及过港保障与服务；机场航空及辅助设备投资业务；进出口业务（凭批准证书经营）。","2020-02-26 15:54:02","000089"
"从事油品、液化石油气销售、液体化工品仓储及电力投资","成品油、液体化工仓储、危化品、PVC贸易、便利店、物业租赁","成品油    、液体化工仓储    、危化品    、PVC贸易    、便利店    、物业租赁","兴办实业、国内商业、物资供销业、投资电力企业、销售成品油和成品油及液体化工仓储业务(兼营预包装食品零售、日用品零售；汽车洗车服务)；房地产开发、物业管理。","2020-02-26 15:54:07","000096"
"通用航空飞行服务和维修服务","通航运输、通航维修、融资租赁","海上石油    、港口引航    、陆上通航    、通航维修    、通航培训    、融资租赁","通用航空包机飞行、石油服务、直升机引航、医疗救护；空中游览、直升机机外载荷飞行、人工降水、航空探矿、航空摄影、海洋监测、渔业飞行、城市消防、空中巡查、航空器代管；私用驾驶员执照培训、航空护林、空中拍照、空中广告、科学实验、气象探测；进出口业务；直升机机体、动力装置、机载设备、特种作业设备的维修、改装及技术服务；石油化工产品的仓储；非经营性危险货物运输(3)类【危险品名称：汽油(闪电","2020-02-26 15:54:23","000099"
"以半导体显示技术及材料业务为主，产业金融和投资业务为辅","多媒体电子、移动通讯、家电","LCD电视机    、智能电视    、3D电视    、智能手机    、液晶面板    、空调    、冰箱    、洗衣机","研究、开发、生产、销售：电子产品及通讯设备、新型光电、液晶显示器件、五金交电、VCD、DVD视盘机、建筑材料、普通机械，电子计算机技术服务，货运仓储(不含危险化学品)，影视器材维修，废旧物资回收，货物及技术进出口，创业投资业务及创业投资咨询，受托管理其他创业投资机构的创业投资资本，为创业企业提供创业管理服务，参与发起创业投资机构与投资管理顾问机构，不动产租赁、提供信息系统服务、提供会务服务、提供电子产品技术开发服务、软件产品的开发及销售、专利转让、代理报关服务、提供顾问服务、支付结算。","2020-02-26 15:54:51","000100"
"健康医疗服务","房地产销售、医疗版块、养老版块","医疗机构投资及运营    、养老社区投资及运营    、医疗后勤综合服务    、医疗专业工程","医院后勤管理服务,医疗行业计算机软硬件的技术开发,养老产业项目投资、策划、服务;绿色有机食品产业项目投资、开发;节能环保产业项目投资、开发,高新技术产业项目投资、开发;医疗器械经营。对外投资;项目投资;资本经营管理和咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)","2020-02-26 15:55:16","000150"
"成套设备与技术进出口、一般贸易和境外经营。","成套设备出口和工程承包、一般贸易、境外实业经营","成套设备出口和工程承包    、一般贸易    、境外实业经营","对外派遣实施境外工程所需的劳务人员；进出口业务；承担我国对外经济技术援助项目和对外提供一般物资援助项目，承包各类境外工程和境内外资工程；提供经济、贸易、技术、信息的咨询和交流服务；成套设备和技术系统集成及相关技术服务；仓储；房屋租赁；向境外派遣各类劳务人员（不含港澳台地区）；销售食品；销售医疗器械、销售化妆品、洗漱用品及日用品，人力资源服务。","2020-02-26 15:55:21","000151"
"生物药、中药、化学合成药及其制剂等方面的研究、开发、生产和销售。","药品生产制造、药品零售流通","生物药及制剂    、化学合成药及制剂    、中药及制剂    、药品零售    、药品批发","许可经营项目：大容量注射剂生产及自产药品销售；小容量注射剂、硬胶囊剂、颗粒剂、散剂、原料药、粉针剂、冻干粉针剂、滴眼剂、膜剂、片剂生产、销售（限全资子公司经营）；药物研究及产品开发，包装材料、饲料添加剂生产、销售，食用农产品收购。","2020-02-26 15:55:22","000153"
