股票代码,产品类型
000988,材料销售
000988,租赁及其他
000990,工业气体
000990,基础化工原料
000989,中成药
000989,西成药
000989,生物药品
000993,电力销售
000993,商品房销售（住宅）
000993,商品房销售（商业）
000996,汽车服务
000996,物流服务
000998,杂交水稻种子
000998,杂交玉米种子
000998,杂交辣椒种子
000998,蔬菜瓜果种子
000998,谷子及食葵种子
000998,油菜及棉花种子；土地修复类产品
000997,制造业
000997,服务业
000997,房地产
000999,医药产品
001696,发动机产品
001696,通机产品
001696,产品零部件
001696,零售服务
001872,装卸业务
001872,港口配套业务
001872,代理及其他业务
001896,电力
001896,煤炭
001965,投资运营板块
001965,交通科技板块
001965,智慧交通板块
001965,招商生态板块
001979,社区开发与运营
001979,园区开发与运营
001979,邮轮产业建设与运营
002001,营养品
002001,香精香料
002003,纺织服装
002003,服饰
002003,软件和信息技术服务
002002,聚氯乙烯
002002,烧碱
002002,纯碱
002002,电石
002002,PVC 片板材及PVDC 制品
002002,化工贸易
002002,土壤改良剂
002002,稀土化工产品
002002,电子交易平台综合服务
002004,医药产品
002004,农药化工
002004,旅游服务业
002005,小家电
002005,LED产品
002007,人血白蛋白
002007,静注人免疫球蛋白
002007,人免疫球蛋白
002007,人凝血酶原复合物
002007,人凝血因子VIII
002007,狂犬病人免疫球蛋白
002007,乙型肝炎人免疫球蛋白
002007,破伤风人免疫球蛋白
002006,太阳能光伏专用装备
002006,新型建筑节能专用设备
002006,轻纺专用设备
002006,碳纤维及复合材料装备
002006,机器人及智能装备
002008,激光及自动化配套设备
002008,PCB及自动化配套设备
002009,物流自动化装备系统
002009,风电零部件
002009,循环产业
002011,制冷配件
002011,制冷设备
002011,节能业务
002010,化工
002010,物流
002012,工业配套用纸
002012,特种食品包装用纸
002012,过滤纸
002012,动力电池
002012,其他纸
002013,液压系统
002013,燃油系统
002013,航空电力系统
002013,高升力系统
002013,武器与悬挂发射产品与系统
002013,汽车座椅系统
002013,空调压缩机
002013,高压氧舱
002014,橡胶和塑料制品
002014,涂料
002014,油墨
002014,颜料及类似产品制造
002015,有色聚酯纤维
002015,色纺纱线
002017,智能卡产品
002016,房地产
002020,医药制造
002020,医用器械
002019,医药产品
002019,原料药
002019,高分子材料
002021,工业缝纫机
002022,诊断用品
002023,航空维修
002023,检测租赁及研制
002023,航空培训
002023,微电子
002025,继电器
002025,连接器
002025,电机
002025,光通信器件
002026,电动工具配件
002026,粉末冶金件
002026,锯片产品
002026,机床
002026,自动设备
002027,楼宇媒体
002027,影院媒体
002028,输配电设备
002030,试剂类
002030,仪器类
002030,检测服务
002029,衬衫
002029,西服
002029,裤装
002029,茄克衫
002029,针织衫
002031,汽车轮胎装备
002031,智能装备
002031,现代服务
002032,明火炊具
002032,厨房小家电
002032,厨卫电器
002032,生活家居电器
002033,旅游业
002034,生活及餐厨垃圾项目运行
002034,污泥处置
002034,环保设备安装
002034,房租
002035,燃气用具
002035,厨房用具
002035,家用电器
002036,触控显示
002036,光学元件
002036,集成电路
002038,生物
002038,生化药
002038,化学药
002037,民爆产品
002037,爆破及工程施工
002039,电力
002040,交通运输服务
002041,农作物种子
002042,纱线
002042,网链
002043,集成家具
002044,医疗行业
002046,轴承行业
002046,磨料磨具行业
002046,贸易
002046,工程承包
002045,音响电声类业务
002045,锂电池业务
002045,园区开发业务
002048,内饰件
002048,外饰件
002048,金属件
002048,电子件
002047,装饰工程施工
002047,装饰工程设计
002050,家用电器控制元器件
002050,汽车空调的控制元器件
002049,集成电路
002049,电子元器件
002051,工程承包
002051,成套设备
002051,国内外贸易
002052,通信及相关设备制造业
002053,食品
002053,化工
002053,能源
002055,电子连接器
002055,精密组件
002054,化工制造
002054,农牧业
002056,太阳能光伏产品
002056,磁性材料
002056,新能源电池
002057,四氧化三锰
002057,钢丝（绳）
002057,永磁器件及金属制品质量检验
002057,检测服务
002058,仪器仪表
002059,旅游景区
002059,会议酒店
002059,旅游地产
002059,旅游交通
002059,旅行社
002059,园林园艺
002059,旅游文化
002060,工程施工
002060,产品销售
002060,发电
002060,勘测设计与咨询服务
002062,建筑施工及市政基础设施投资业务
002062,房地产业务
002062,新能源开发业务
002061,化工业
002061,基建工程
002064,氨纶
002063,集团管理
002063,智慧能源
002063,智能物联
002063,社会互联
002066,玻璃板块
002066,水泥板块
002066,钢铁业务板块
002065,应用软件开发
002065,计算机信息系统集成
002065,信息技术服务
002067,原纸
002067,纸箱及纸板
002067,生活用纸
002069,水产养殖
002069,水产加工
002069,水产贸易
002069,交通运输
002069,旅游服务
002068,炭黑
002068,焦油精制产品
002068,白炭黑
002072,互联网出口带宽优化及加速服务
002072,IDC托管业务
002071,影视行业
002071,广告业
002071,实景娱乐
002074,动力锂电池
002074,输配电设备
002073,软件业
002073,制造及安装业
002076,光科技应用
002076,新能源汽车关键零部件
002075,黑色金属冶炼
002075,优特钢
002077,房地产
002077,租赁
002077,硅片及太阳能组件
002077,工程劳务
002077,商贸物流及服务
002077,混凝土
002077,加汽块
002078,浆及纸制品
002078,电及蒸汽
002079,半导体整流器件芯片
002079,功率二极管
002079,整流桥和 IC 封装测试
002080,特种纤维复合材料
002081,建筑装饰
002082,铝锭/铝棒
002082,型材
002082,板材
002082,粉末涂料
002082,铜/锌等贸易
002082,铝模板租赁
002082,铝单板销售
002082,医疗器械
002083,毛巾系列产品
002083,巾被系列产品
002083,毛巾制品
002083,装饰布系列产品
002084,铜合金类产品
002084,锌合金类产品
002084,温控阀类产品
002084,浴缸陶瓷类产品
002084,增压宝
002084,整体卫浴
002085,铝合金轮毂制造
002085,镁合金压铸产品
002085,涂层加工
002085,金属铸件
002085,冲压零部件
002086,海水养殖
002086,水产品加工
002086,货运
002086,HIV
002086,HTLV检测装备
002088,工业
002087,坯布面料系列产品
002087,纱线系列产品
002089,专网通信产品及贸易收入
002089,软件开发
002089,LED产品
002089,通信网络产品
002091,纺织服装
002091,玩具
002091,化工产品
002090,电力产品业务
002090,电力设计及总包业务
002090,新能源投资运营业务
002090,智慧城市业务
002093,信息通信技术服务
002093,信息通信系统集成
002094,新材料蜡烛及工艺品等
002094,油品贸易等
002094,化妆品
002095,网络基础服务
002095,网络信息推广服务
002095,广告发布服
002095,生意通电子商务服务
002095,化工贸易服务
002095,展会服务
002095,房租收入
002095,化工贸易
002096,民爆器材
002096,工程爆破
002096,运输配送
002097,工程机械
002097,航空业务
002097,基建业务
002098,金属
002098,尼龙
002098,塑钢
002099,抗生素类
002099,降糖类
002099,心血管类
002099,染料
002099,染颜料中间体
002100,生猪屠宰及肉制品销售
002100,生猪
002100,饲料
002100,兽药
002100,农产品加工
002100,牛奶
002100,代养业务
002101,铸件制造
002101,注塑制造
002102,医药化工
002102,园区经营
002102,贸易业务
002102,黄金采矿业务
002102,利息收入
002102,让售材料
002102,资产管理
002102,保理
002105,车把
002105,立管
002105,座管
002105,前叉
002105,运动健身器材
002105,康复器材
002105,碟刹
002105,钢铁管
002104,智能卡
002104,终端
002104,移动支付安全产品
002104,系统平台
002106,平板显示材料
002106,触控器件
002107,药品
002109,液氨
002109,甲醇
002109,二甲基甲酰胺
002109,混胺
002109,蒸汽
002108,多类别管材管件
002108,薄膜
002108,锂离子电池隔膜
002110,冶金制造
002111,空港地面设备
002111,消防车及装备
002111,消防报警设备
002112,输配电及控制设备
002114,有色金属
002114,发电
002113,游戏运营及推广
002113,优易付计费
002113,互联网广告精准投放
002113,房屋租赁
002116,承包
002116,咨询服务
002115,无线网络优化覆盖设备及解决方案
002115,网优服务
002115,网优产品
002115,微波无源器件
002115,数字电视发射机
002117,印刷产品
002117,覆合类产品
002117,技术服务
002118,中成药产业
002118,人参产业
002118,基因测序仪产业
002119,引线框架产品
002119,键合丝产品
002119,电极丝产品
002119,模具及备件
002119,冲床产品
002119,贸易
002120,快递业务
002120,物料销售
002122,轴承
002122,圆钢
002122,机床
002122,农牧产品
002124,生猪养殖
002124,动物疫苗
002124,饲料产品
002124,食品加工
002124,工程环保
002123,电能质量与电力安全
002123,变频传动与新能源控制系统
002123,移动信息即时通讯服务
002125,化工材料行业
002125,污水处理行业
002126,工业
002126,贸易
002127,品牌综合服务业务
002127,移动互联网媒体投放平台业务
002127,货品销售
002127,自媒体流量变现业务
002127,保理业务
002127,移动互联网流量整合业务
002127,经销商品牌授权业务
002127,园区平台服务业务
002128,煤炭产品
002128,电力产品
002130,电子类产品
002130,电力类产品
002130,电线电缆产品
002129,新能源
002129,半导体
002129,服务
002131,民用泵(微型小型水泵)
002131,工业泵
002131,园林机械
002131,清洗和植保机械
002131,配件
002131,媒介代理服务
002131,数字营销服务
002131,PC端流量整合业务
002131,移动端流量整合业务
002131,精准营销业务
002132,金属制品
002132,光伏产品
002133,房地产
002133,物业管理
002133,物业出租
002134,印制电路板
002135,建筑钢结构
002135,化纤
002136,钛白粉
002136,磷酸铁
002138,电子元器件
002137,智慧营销业务
002137,智能硬件业务
002139,智能控制电子行业
002140,设计咨询业务
002140,工程总承包业务
002141,漆包线
002141,新能源
002142,客户贷款及垫款
002142,客户存款
002142,同业拆入
002144,面料织造
002144,印染加工
002144,医疗器械
002144,贸易
002145,金红石型钛白粉
002146,房地产
002146,康旅
002146,产业园
002146,设计
002146,实业
002146,酒店
002146,物业
002146,商管
002146,房地产金融
002147,房地产
002147,机械
002148,移动增值
002148,手机游戏
002148,移动互联网行业应用
002148,移动互联网产业园
002150,金属工具
002150,输配电及控制设备
002149,钛制品
002149,其他稀有金属
002151,基础产品业务
002151,汽车电子与工程服务
002151,国防装备业务
002151,基于位置的行业应用与运营服务业务
002152,金融设备
002152,技术服务
002154,纺织服装
002155,黄金
002155,精锑
002155,含量锑
002155,氧化锑
002155,乙二醇锑
002155,钨品
002153,酒店信息管理系统业务
002153,餐饮信息管理系统业务
002153,支付系统业务
002153,商业流通管理系统业务
002153,旅游休闲系统业务
002153,第三方硬件配套业务
002157,饲料
002157,养殖
002157,食品
002157,兽药
002157,农药
002157,原料贸易
002156,集成电路封装测试
002158,R系列制冷压缩机
002158,A系列空气压缩机组和机体
002158,L系列冷冻冷藏压缩机组
002158,真空产品
002158,零件及维修
002158,铸件产品
002159,旅游资源的综合开发
002160,铝箔制品
002160,医疗洁净
002161,自动识别设备
002163,建筑装饰品
002163,玻璃制品
002162,陶瓷墙砖
002162,陶瓷地砖
002162,特殊用途地砖
002162,大健康(医疗养老)
002164,装备制造
002164,供应链管理服务
002165,基础化工原料
002165,新兴材料材料
002166,植物提取物
002167,锆矿砂
002167,硅酸锆
002167,氯氧化锆
002167,电熔锆
002167,二氧化锆
002167,复合氧化锆
002167,氧化锆陶瓷结构件
002167,海绵锆
002169,电气设备
002169,综合能源服务
002168,电气产品
002168,绝缘产品
002168,游戏发行
002168,游戏研发
002170,复合肥产品
002171,高精度铜合金板带
002171,精密铜合金线材
002171,铜导体材料
002171,特种钢材
